SiteYear,masterid,stationcode,sampledate,evaluator,hydromodcomments,fullyarmored,fullyarmoredcomments,area.SqMile,precip.Inch,valleyslope,valleywidth.Meter,giscomments,d50estimate,d50,d50comments,bankheightl1,bankheightl2,bankheightl3,bankheightr1,bankheightr2,bankheightr3,bankheightcomments,bankanglel1,bankanglel2,bankanglel3,bankangler1,bankangler2,bankangler3,bankanglecomments,streambedstate,streambedstatecomments,armoringpotential,armoringpotentialcomments,GradeCtrl.Hydromod,GradeCtrlComnts.Hydromod,lateralsusceptibilityl,lateralsusceptibilityr,lateralsusceptibilitycomments,Q10,VertSuscept,LatRatingL1,LatRatingL2,LatRatingL3,LatRatingR1,LatRatingR2,LatRatingR3,AverageLatSuscept,Year,stationname,latitude,longitude,huc,county,smcshed,smc_lu,psa_lu,probabilistic,new_lat,new_long,regionalboardnumber,psa6c,psa9c,psa10c,eco_ii_2010,eco_iii_2010,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,invdamdist,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,forest_2011_1k,forest_2011_5k,forest_2011_ws,pasture_2011_1k,pasture_2011_5k,pasture_2011_ws,row_crops_2011_1k,row_crops_2011_5k,row_crops_2011_ws,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,GradeCtrlComnts.ChEn,channelmodcomments,CRAM.Index,CRAM.Biotic,CRAM.Buffer,CRAM.Hydrology,CRAM.Physical,csci,ASCI.diatoms,ASCI.hybrid,ASCI.sba,ipi,ipi_percentile,ev_flowhab,ev_flowhab_score,h_aqhab,h_aqhab_pred,h_aqhab_score,h_subnat,h_subnat_score,pct_safn,pct_safn_pred,pct_safn_score,xcmg,xcmg_pred,xcmg_score,ipi_qa,ev_flowhab_qa,h_aqhab_qa,h_subnat_qa,xcmg_qa,pct_rc
909WE0662_2019,909WE0662,909WE0662,6/10/2019,"Isham, B.",SMC trend site,No,NA,23,32.3,0.028,15,,sand,1,NA,2,2,1.2,1.5,1.5,1.5,,48,55,15,18,22,20,,A,,NR,,NR,,3,3,,114.4582188,High,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,Sweetwater River at Glen Valley Campground,32.89957,-116.58789,909,San Diego,Southern San Diego,Open,Other,TRUE,32.8996669,-116.58881,9,SC,SCx,SCx,Mountain,8,0,0,0,10.3007,5.0212,4.3069,0,0,0,3.869008,1.641247,1.285417,1,8,30,0,0,0,0,0,0.1410086,0.1703989,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,Soft/Natural,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24913_2015,911M24913,911M24913,4/23/2015,DO/MM,,No,NA,83.9,18.1,0.007987539,49,,0.03,0.03,Not in file,1,1.5,2,1,1,1.5,NA,20,30,45,25,25,15,,A,NA,,NA,,NA,4,4,NA,225.9140452,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2015,Campo Creek,32.59027,-116.51532,911,San Diego,Southern San Diego,SMC_out,Other,TRUE,32.59027,-116.51532,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.189699,1.159276,1.446014,0,6,79,0,0,0,0,0,0.7941582,0.4429565,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,72,77.78,92.04,66.67,50,0.72197381,NA,NA,NA,0.74,0.02,10,1,24,1.01,1,25,1,60,41.75,0.04,34,134.26,0.16,0.04,0.3,0.45,0.04,0.41,42
911M24916_2015,911M24916,911M24916,4/23/2015,DO/MM,,No,NA,0.2,12.2,0.027850166,21,,NA,-88,Not in file,0.5,0.5,0.5,0.5,0.5,0.7,NA,60,45,50,40,70,35,,B,NA,B,NA,C,NA,2,2,NA,0.871467087,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,2015,Wruck Canyon,32.54938,-116.99128,911,San Diego,Southern San Diego,SMC_out,Urban,TRUE,32.54938,-116.99128,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.025809,2.019912,2.019912,0,0,0,0,13,14,14,67,67.29249,67.29249,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,54,52.78,62.5,50,50,0.55000172,NA,NA,NA,0.9,0.21,1,1,17,1.2,1,18,1,33,42.27,0.9,25,134.66,0.11,0.06,0.3,0.64,0.06,0.5,1
911M24926_2016,911M24926,911M24926,3/23/2016,B. Isham,,No,NA,22.4,18,0.02,47,,gravel,16,,1.2,0.7,0.4,1.5,0.7,0.8,,16,28,25,36,19,35,,B,,B,NA,C,NA,2,2,,71.30720738,MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,,32.59782,-116.65687,911,San Diego,Southern San Diego,Open,Other,TRUE,32.59742,-116.6583045,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12631074,1.89129927,1.52315333,NA,10,18,0,0,1,0,4,1.70256315,0.96384072,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Not Recorded,NA,NA,Absent,NA,NA,NA,82,75,96.54,83.33,75,0.86460759,1.047871384,1.059005934,0.890762453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24949_2018,911M24949,911M24949,4/11/2018,"Isham, B.",SMC condition site,No,NA,3.7,31.5,0.076,65,,sand,1,sand,1.4,1.5,1.1,1.4,1.2,1.1,,29,40,30,33,25,22,,B,,B,,C,NA,2,2,,22.90300405,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2018,,32.80946,-116.43979,911,San Diego,Southern San Diego,SMC_out,Other,TRUE,32.8093902,-116.4399296,9,SC,SCx,SCx,Mountain,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.99905965,0.99905965,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,86,88.89,100,91.67,62.5,0.93494148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24957_2018,911M24957,911M24957,5/17/2018,"Isham, B.",SMC condition site,No,NA,116.6,23.3,0.1,29,,sand,1,sand,1.4,1.8,1,1.4,1.8,1,,20,18,12,26,22,15,,B,,B,boulders and bedrock,C,NA,2,2,,365.3840805,MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,32.67449,-116.5657,911,San Diego,Southern San Diego,Open,Other,TRUE,32.67429686,-116.566019,9,SC,SCx,SCx,Xeric,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.90931006,0.7466337,0,2,32,1,0,0,0,0,0.37541654,0.65646357,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,85,83.33,100,83.33,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ME-CC_2015,ME-CC,ME-CC,6/24/2015,Karin Wisenbaker,,No,NA,250,17,0.01,6328,,5,1.03,,0.6,0.6,0.55,0.6,0.6,0.55,NA,55,70,-88,20,90,5,L3 not recorded,C,NA,,NA,,NA,1,1,NA,556.559116,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,,34.17982,-119.04215,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NA,Present,Within 10 m upstream,NA,NA,65,58.33,75,75,50,0.44674953,0.795565945,0.785686765,0.412363989,0.82,0.07,5,1,22,1.31,1,20,1,71,44.33,0.07,64,134.25,0.34,0.2,0.3,0.36,0.2,0.36,31
ME-CC_2017,ME-CC,ME-CC,5/30/2017,Wendy Willis,,No,,250,17,0.004,7325,,NA,1,SA,0.6,0.7,0.7,0.6,0.7,0.7,,35,40,37,35,40,37,,C,NA,N/A,NA,N/A,NA,1,1,NA,556.559116,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,34.17982,-119.04215,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NA,Present,Within 10 m upstream,NA,NA,68,80.56,67.67,75,50,0.58276923,0.555067903,0.520465905,0.537849694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ME-CC_2018,ME-CC,ME-CC,6/28/2018,Brianna Jones,,No,NA,249.9,17,0.002,6701,"Flat on west side of channel, and a hill on the southeast.",,1,SA,3.5,3.5,3.5,3.5,3.5,3.5,,35,40,37,35,40,37,,A,,,,,NA,1,1,,556.3654284,High,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,34.17982,-119.04215,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NA,Present,Within 10 m upstream,NA,NA,63,77.78,75,50,50,NA,NA,NA,NA,0.93,0.29,11,1,17,1.21,1,16,1,50,42.77,0.68,55,134.25,0.29,0.04,0.3,0.45,0.04,0.41,2
ME-CC_2019,ME-CC,ME-CC,7/25/2019,Alexis Wallengren,,No,NA,249.9,17,0.002,50,"Road selected as side of ""valley""",-88,1.03,NA,0.8,0.8,0.8,0.8,0.8,0.8,,26,30,27,37,30,28,,C,,NR,NR,NR,,1,1,,556.3654284,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,,34.17982,-119.04215,408,Ventura,Calleguas,Agricultural,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NA,Present,Within 10 m upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.19,21,1,23,1.2,1,29,1,69,42.77,0.45,59,134.21,0.31,0.05,0.3,0.55,0.05,0.45,1
ME-SCR_2015,ME-SCR,SMC00324,6/17/2015,Karin Wisenbaker,ME-SCR,No,NA,1560,21,0.01,3992,,1,0.03,,0.6,0.6,0.6,0.6,0.6,0.6,NA,20,90,85,10,60,20,,A,NA,,NA,,NA,4,4,NA,3220.958142,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,ME-SCR2,34.30608,-119.09618,403,NA,NA,NA,NA,FALSE,34.300583,-119.10977,4,SC,SCx,SCx,Xeric,85,29,45,2,9.781,15.0147,4.8604,7,11,3,0.2505096,3.542537,1.165777,0,20,1784,0,30,45,2,9,11.90881,3.345385,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,73,75,93.29,75,50,0.49456966,0.914800637,0.921704731,1.000119314,0.83,0.08,13,1,20,1.08,1,18,1,58,41.74,0.56,24,134.25,0.11,0.05,0.3,0.55,0.05,0.45,2
ME-SCR_2018,ME-SCR,SMC00324,7/11/2018,Karin Wisenbaker,,No,NA,1559.5,21,0.004,1522,"Flat on west side of channel, and a hill on the southeast.",,0.05,FN,-88,-88,-88,-88,-88,-88,Could not reach Q10,-88,-88,-88,-88,-88,-88,Could not reach Q10,A,,,,,NA,4,4,,3220.059972,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2018,ME-SCR2,34.30608,-119.09618,403,NA,NA,NA,NA,FALSE,34.300583,-119.10977,4,SC,SCx,SCx,Xeric,85,29,45,2,9.781,15.0147,4.8604,7,11,3,0.2505096,3.542537,1.165777,0,20,1784,0,30,45,2,9,11.90881,3.345385,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,64,52.78,93.29,58.33,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ME-SCR_2019,ME-SCR,ME-SCR2,6/17/2019,Alexis Wallengren,,No,NA,1554.6,21,0.002,230,"Santa Clara River used for delineation.  Coordinates point to tributary on StreamStats, but River in Google Earth.",-88,25,NA,0.7,0.7,0.7,0.7,0.7,0.7,,28,90,45,38,32,15,,A,,NR,NR,NR,,4,4,,3211.255918,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2019,ME-SCR2,34.30608,-119.09618,403,NA,NA,NA,NA,FALSE,34.300583,-119.10977,4,SC,SCx,SCx,Xeric,85,29,45,2,9.781,15.0147,4.8604,7,11,3,0.2505096,3.542537,1.165777,0,20,1784,0,30,45,2,9,11.90881,3.345385,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME-VR2_2015","ME-VR2",ME-VR2,6/11/2015,Karin Wisenbaker,,No,NA,188,27.3,0.045913682,637,,400,70,,0.45,0.95,0.95,0.45,0.45,0.45,NA,30,60,45,32,15,11,,B,NA,C,NA,C,NA,3,3,NA,625.4900285,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2015,,34.34584,-119.29948,402,Ventura,Ventura,Urban,Urban,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,1/4 of reach engineered,78,97.22,73.25,66.67,75,0.79572619,NA,NA,NA,0.87,0.15,15,1,24,1.01,1,41,1,45,41.81,0.74,27,134.66,0.12,0.06,0.3,0.64,0.06,0.55,1
"ME-VR2_2017","ME-VR2",ME-VR2,6/21/2017,Karin Wisenbaker,,No,,188,27.3,0.01,636,,NA,50,,1.5,0.9,0.6,2,2,2,,20,15,23,15,75,85,,C,NA,N/A,NA,N/A,NA,1,1,NA,625.4900285,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,34.34584,-119.29948,402,Ventura,Ventura,Urban,Urban,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,1/4 of reach engineered,70,69.44,73.25,75,62.5,0.76917426,0.997433312,0.757735069,0.462004488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME-VR2_2018","ME-VR2",ME-VR2,6/14/2018,Brianna Jones,,No,NA,188.4,27.3,0.012,254,,,60,,-88,-88,-88,-88,-88,-88,not recorded- see last years data,-88,-88,-88,-88,-88,-88,not recorded- see last years data,B,,B,,C,NA,4,4,,626.6476904,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2018,,34.34584,-119.29948,402,Ventura,Ventura,Urban,Urban,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,1/4 of reach engineered,73,63.89,73.25,91.67,62.5,NA,NA,NA,NA,1.01,0.52,19,1,28,1.02,1,29,1,45,41.81,0.73,80,134.26,0.43,0.05,0.3,0.55,0.05,0.45,2
"ME-VR2_2019","ME-VR2",ME-VR2,7/31/2019,Karin Wisenbaker,,No,NA,188.4,27.3,0.006,238,,-88,1.03,NA,3,3,2,2.5,3,4,,60,50,40,60,60,40,,C,,NR,NR,NR,,3,3,,626.6476904,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,,34.34584,-119.29948,402,Ventura,Ventura,Urban,Urban,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,1/4 of reach engineered,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.11,14,1,21,1.07,1,22,1,53,41.74,0.63,27,134.66,0.12,0.04,0.3,0.45,0.04,0.36,2
SGLT506_2017,SGLT506,SGLT506,6/22/2017,DO/NC,,No,,104,22.7,0.01,13928,,NA,-88,,4,4,4,4,4,4,,35,35,35,35,35,35,,B,NA,C,NA,B,NA,5,5,NA,324.2027831,MEDIUM,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2017,,34.06173,-117.99129,405,Los Angeles,San Gabriel,SMC_out,Urban,FALSE,34.0616723,-117.99384,4,SC,SCx,SCx,Xeric,85,0,0,0,4.1475,3.7563,12.2711,95,96,45,8.967017,13.26812,7.392627,1,19,397,0,0,0,0,97,96.34168,45.55772,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Trapezoidal,NA,Grouted rock,NA,NA,Grouted rock,NA,NA,Soft/Natural,NA,No,Absent,NA,Present,Within 10 m upstream,NA,NA,NA,NA,NA,NA,NA,NA,0.583387879,0.690241572,0.705846449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGUT502_2015,SGUT502,SGUT502,7/6/2015,Karin Wisenbaker,SGUT502,No,NA,20.3,36.5,0.045925601,53,,50,20,,0.65,0.65,0.7,0.65,0.65,0.7,NA,28,12,35,15,70,23,,C,NA,,NA,,NA,4,4,NA,112.8092942,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2015,,34.2283,-117.76593,405,Los Angeles,San Gabriel,Open,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,75,55.56,85.38,83.33,75,0.83940589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SGUT503_2015,SGUT503,SGUT503,7/8/2015,Karin Wisenbaker,SGUT503,No,NA,5.4,38.7,0.101784217,172,,55,5.5,,0.6,0.6,0.6,0.6,0.6,0.6,NA,20,28,26,15,25,22,,C,NA,,NA,,NA,3,3,NA,37.28875107,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2015,,34.29216,-117.83856,405,Los Angeles,San Gabriel,Open,Other,FALSE,34.2914337,-117.83966,4,SC,SCm,SCm,Mountain,8,0,0,0,16.8699,5.3401,4.7579,0,0,0,0,1.58684,1.346671,0,16,16,0,0,0,0,0,0.2852957,0.2366637,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,0.96636586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMC00105_2016,SMC00105,SMC00105,4/28/2016,Karin Wisenbaker,,No,NA,5.4,24,0.048,72,,,1,Sand,0.65,0.75,0.75,0.65,0.75,0.75,,38,30,38,32,42,30,,C,,,NA,,NA,1,3,,25.8108942,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2016,,33.74651,-117.58423,801,Orange,Lower Santa Ana,Open,Other,TRUE,33.7458076,-117.58472,8,SC,SCx,SCx,Xeric,85,0,0,0,6.7717,3.5027,3.5027,0,0,0,2.140571,0.9842148,0.9842148,5,13,13,0,0,0,0,0,0.01677196,0.01677196,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,82,66.67,90.29,83.33,87.5,0.60648515,0.787286524,0.901881878,0.953089655,0.95,0.35,9,1,25,1.06,1,24,1,60,41.8,0.54,75,134.25,0.4,0.05,0.3,0.55,0.05,0.45,2
SMC00105_2017,SMC00105,SMC00105,4/12/2017,Karin Wisenbaker,,No,,5.4,24,0.032,66,,NA,50,,1,1.15,95,1.5,1.1,75,,90,30,25,30,40,30,,C,NA,N/A,NA,N/A,NA,1,2,NA,25.8108942,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,2017,,33.74651,-117.58423,801,Orange,Lower Santa Ana,Open,Other,TRUE,33.7458076,-117.58472,8,SC,SCx,SCx,Xeric,85,0,0,0,6.7717,3.5027,3.5027,0,0,0,2.140571,0.9842148,0.9842148,5,13,13,0,0,0,0,0,0.01677196,0.01677196,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,83,72.22,90.29,83.33,87.5,0.79741575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMC00105_2018,SMC00105,SMC00105,4/17/2018,Brianna Jones,,No,NA,5.4,24,0.036,50,,,80,,1,1.1,1,1.5,1.1,1,,37,21,20,25,17,28,,C,,,,,NA,1,2,,25.8108942,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,,33.74651,-117.58423,801,Orange,Lower Santa Ana,Open,Other,TRUE,33.7458076,-117.58472,8,SC,SCx,SCx,Xeric,85,0,0,0,6.7717,3.5027,3.5027,0,0,0,2.140571,0.9842148,0.9842148,5,13,13,0,0,0,0,0,0.01677196,0.01677196,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,84,69.44,90.29,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMC00105_2019,SMC00105,SMC00105,5/10/2019,Karin Wisenbaker,,No,NA,5.4,24,0.032,49,Confluence immediately upstream of site.  Main stem used for slope and width.,-88,67.5,NA,1.5,1.2,0.9,1.2,2.4,0.9,,45,22,30,35,29,40,,B,,C,NR,C,,3,3,,25.8108942,MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,,33.74651,-117.58423,801,Orange,Lower Santa Ana,Open,Other,TRUE,33.7458076,-117.58472,8,SC,SCx,SCx,Xeric,85,0,0,0,6.7717,3.5027,3.5027,0,0,0,2.140571,0.9842148,0.9842148,5,13,13,0,0,0,0,0,0.01677196,0.01677196,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.65,14,1,28,1.06,1,29,1,31,41.8,0.92,80,134.25,0.43,0.06,0.3,0.64,0.06,0.55,1
SMC00206_2015,SMC00206,SMC00206,6/16/2015,Marty Lewis,,No,NA,34.7,20.1,0.00599221,405,,2,1.03,,0.4,0.45,0.25,0.4,0.8,0.25,NA,26,45,26,25,60,25,,A,NA,,NA,,NA,4,4,NA,113.6070887,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,,33.54359,-117.65963,901,Orange,San Juan,Urban,Other,TRUE,33.5451478,-117.65998,9,SC,SCx,SCx,Xeric,85,0,0,0,10.0965,12.6071,10.0253,7,48,23,0.5730892,8.197486,4.734978,0,14,207,0,0,0,0,8,47.89112,22.88888,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,83,97.22,86.42,75,75,0.64645778,NA,NA,NA,0.87,0.15,14,1,21,1.06,1,17,1,59,41.8,0.56,41,134.25,0.2,0.05,0.3,0.55,0.05,0.45,1
